ID,Coordinates (X),Coordinates (Y),Coordinates (Z),Region,Location,Puzzle Type,Description,Found
La-804,3668,-1386,0296,Lanayru,Naydra Snowfield,Find Friend,Bring his friend back,FALSE
La-805,3563,-1114,0254,Lanayru,Mount Lanayru,Chase Lights,On top of a dead tree,FALSE
La-806,3744,-1154,0437,Lanayru,Mount Lanayru,Flowers,On top of an ice pillar,FALSE
La-807,4028,-1096,0348,Lanayru,Mount Lanayru,Pull Plug,Stump with a plug at the end of the cliff,FALSE
La-808,4187,0815,0000,Lanayru,Lanayru Bay,Lilypad Dive,Tall pointy rock in the water near the ring of plants,FALSE
La-809,4394,-1455,0064,Lanayru,Afromsia Coast,Lift Rock,"Side of the mountain, place rock on stand",FALSE
La-810,4526,-1514,0011,Lanayru,Afromsia Coast,Flowers,On top of a rock near the shore,FALSE
La-811,3527,-1686,0360,Lanayru,Madorna Mountain,Chase Lights,Top of the pine tree,FALSE
La-812,3739,-1687,0385,Lanayru,Madorna Mountain,Chase Lights,Top of the pine tree,FALSE
La-813,3895,-1686,0384,Lanayru,Madorna Mountain,Chase Lights,On top of the tall dead tree,FALSE
La-814,3366,-1977,0142,Lanayru,Ovli Plain,Block Puzzle,Ring the bell atop the building to spawn the Korok,FALSE
La-815,3702,-1938,0176,Lanayru,Lake Sumac,Chase Lights,Island in the middle of the lake,FALSE
La-816,4337,-1874,0211,Lanayru,Walnot Mountain,Rock Pattern,Complete the rock pattern,FALSE
La-817,4590,-2159,0002,Lanayru,Afromsia Coast,Block Puzzle,On a small rock island near cave,FALSE
La-818,4516,-2304,0113,Lanayru,Mapla Point,Lift Rock,On top of the mountain,FALSE
La-819,4393,-2414,0005,Lanayru,Mapla Point,Block Puzzle,Complete the structure,FALSE
La-820,4119,-2572,0001,Lanayru,Deepback Bay,Chase Lights,Fairy light in the middle of the arrows,FALSE
La-821,4038,-2309,0007,Lanayru,Hateno Beach,Flowers,Catch the flower,FALSE
La-822,3932,-2480,0018,Lanayru,Hateno Bay,Chase Lights,On top of the tree,FALSE
La-823,3900,-2506,0000,Lanayru,Hateno Bay,Find Friend,Bring his friend back,FALSE
La-824,3915,-2101,0129,Lanayru,Retsam Forest,Shoot Target,Activate a pinwheel on a small rock on the south side of the pond,FALSE
La-825,3783,-2124,0285,Lanayru,Retsam Forest,Chase Lights,"On top of the research lab, on the guardians head",FALSE
La-826,3731,-2160,0201,Lanayru,Retsam Forest,Find Friend,Near the base of the hill the research lab is on,FALSE
La-827,3250,-2114,0099,Lanayru,Ginner Woods,Find Friend,Bring his friend back,FALSE
Ne-828,1291,-1331,0160,Necluda,Mable Ridge,Shoot Target,Shoot the acorn in the tree,FALSE
Ne-829,1536,-1302,0062,Necluda,Lake Siela,Lift Rock,On the ledge overlooking the lake,FALSE
Ne-830,1626,-1360,0011,Necluda,Lake Siela,Flowers,Flower on a rock beside the structure,FALSE
Ne-831,1785,-1551,0010,Necluda,Kakariko Bridge,Burn Leaves,Under the bridge,FALSE
Ne-832,1153,-1703,0157,Necluda,Mable Ridge,Shoot Target,Shoot the balloon hidden in the tree,FALSE
Ne-833,1373,-1679,0229,Necluda,Mable Ridge,Flowers,On top of a rock,FALSE
Ne-834,1195,-1842,0010,Necluda,Dueling Peaks,Find Friend,Bring his friend back,FALSE
Ne-835,1241,-1850,0347,Necluda,Dueling Peaks,Block Puzzle,On an alcove just under the peak of the mountain,FALSE
Ne-836,1252,-1856,0385,Necluda,Dueling Peaks,Shoot Target,On the top of the north mountain of Dueling Peaks,FALSE
Ne-837,1521,-1858,0289,Necluda,Dueling Peaks,Shoot Target,Windmill at the foot of the tree,FALSE
Ne-838,1171,-1882,0009,Necluda,Squabble River,Find Friend,Bring him to his friend,FALSE
Ne-839,1243,-1940,0436,Necluda,Dueling Peaks,Glide to Stump,"Step on the korok stump between the two statues, follow the sparkle, paraglide, and land on target",FALSE
Ne-840,1327,-1963,0185,Necluda,Dueling Peaks,Pull Plug,"At the end of the walkway ledge halfway down the mountain, pull the cork",FALSE
Ne-841,1652,-1908,0010,Necluda,Dueling Peaks,Pull Plug,"By the waterfall next to the Dueling Peaks stable, pull the cork",FALSE
Ne-842,1767,-1868,0015,Necluda,Ash Swamp,Find Friend,Bring the korok to his friend,FALSE
Ne-843,2011,-1895,0015,Necluda,Ash Swamp,Chase Lights,Inside the tree trunk in the pond,FALSE
Ne-844,2051,-2092,0046,Necluda,Bubinga Forest,Flowers,Catch the dandelion,FALSE
Ne-845,2000,-2281,0009,Necluda,Bubinga Forest,Shoot Target,Break the nut inside the fallen tree,FALSE
Ne-846,2141,-2220,0006,Necluda,Bubinga Forest,Lilypad Dive,Jump from cliff into the water flower ring,FALSE
Ne-847,2325,-1829,0027,Necluda,Fort Hateno,Lift Rock,"On top of the gate, right over the road",FALSE
Ne-848,2397,-1844,0022,Necluda,Fort Hateno,Chase Lights,On top of the chimney,FALSE
Ne-849,2473,-1741,0010,Necluda,Fort Hateno,Find Friend,The lost and exhausted korok is found right next to the raod above Fort Hateno,FALSE
Ne-850,2528,-1750,0056,Necluda,Cliffs of Quince,Shoot Target,Shoot down balloon under the archway,FALSE
Ne-851,2507,-1869,0135,Necluda,Cliffs of Quince,Pull Plug,"At the top of the mountain, attach a stone to plug to pull",FALSE
Ne-852,2613,-1868,0019,Necluda,Cliffs of Quince,Find Friend,Bring his friend back,FALSE
Ne-853,2801,-1849,0008,Necluda,Fir River,Lilypad Dive,Jump into circle of lilypads below,FALSE
Ne-854,2857,-1910,0040,Necluda,Fir River,Find Friend,Bring him to his friend,FALSE
Ne-855,3018,-2033,0050,Necluda,Camphor Pond,Glide to Stump,"On top of the hill, glide to small target",FALSE
Ne-856,2482,-2048,0009,Necluda,Oakle's Navel,Find Friend,Bring his friend to him,FALSE
Ne-857,2490,-2122,0033,Necluda,Oakle's Navel,Lift Rock,Under a rock on a cliff overlooking Oakle's Navel,FALSE
Ne-858,2645,-2118,0127,Necluda,Marblod Plain,Find Friend,Bring him to his friend,FALSE
Ne-859,2724,-2123,0148,Necluda,Marblod Plain,Offer Item,Offer apples to 2 statues,FALSE
Ne-860,2811,-2248,0125,Necluda,Marblod Plain,Lift Rock,Lift rock on top of skull base,FALSE
Ne-861,2835,-2120,0020,Necluda,Midla Woods,Chase Lights,On top of the building,FALSE
Ne-862,2866,-2186,0034,Necluda,Midla Woods,Chase Lights,On the small hill with ruins,FALSE
Ne-863,3288,-2179,0169,Necluda,Firly Pond,Flowers,On top of a pole,FALSE
Ne-864,3256,-2226,0107,Necluda,Firly Pond,Lift Rock,Island in the middle of the lake,FALSE
Ne-865,3246,-2282,0130,Necluda,Firly Pond,Find Friend,Bring him to his friend,FALSE
Ne-866,3261,-2394,0217,Necluda,Ebon Mountain,Find Friend,Top of the mountain,FALSE
Ne-867,3444,-2497,0209,Necluda,Ebon Mountain,Block Puzzle,Match the towers to complete the puzzle,FALSE
Ne-868,3418,-2385,0234,Necluda,Ebon Mountain,Shoot Target,Top of the mountain,FALSE
Ne-869,3675,-2194,0217,Necluda,Retsam Forest,Lift Rock,On top of the tree,FALSE
Ne-870,3748,-2630,0020,Necluda,Kitano Bay,Lift Rock,On the rock formation just south of Kitano Bay,FALSE
Ne-871,4085,-2973,0002,Necluda,Tenoko Island,Pull Plug,Pull the cork,FALSE
Ne-872,3966,-2994,0000,Necluda,Tenoko Island,Chase Lights,On the top of the palm tree on Tenoko Island,FALSE
Ne-873,3665,-3278,0206,Necluda,Cape Cales,Lift Rock,On the ledge of the cliff,FALSE
Ne-874,3686,-3316,0244,Necluda,Cape Cales,Find Friend,Eastern tip of Cape Cales,FALSE
Ne-875,3494,-3311,0226,Necluda,Cape Cales,Shoot Target,Shoot the nut in the tree,FALSE
Ne-876,3432,-3325,0020,Necluda,Cape Cales,Chase Lights,"On top of pillar, find the place that the arrows show",FALSE
Ne-877,4491,-3396,0018,Necluda,Toronbo Beach,Shoot Target,Pinwheel on the rocky island,FALSE
Ne-878,4596,-3561,0020,Necluda,Toronbo Beach,Chase Lights,On the tree stump in the center of the swampy pond,FALSE
Ne-879,4495,-3615,0000,Necluda,Toronbo Beach,Find Friend,Bring his friend to him that's located on the edge of Cape Cales to the west,FALSE
Ne-880,4536,-3664,0044,Necluda,Eventide Island,Lift Rock,On top of the tall stone ruin,FALSE
Ne-881,4897,-3693,0002,Necluda,Eventide Island,Chase Lights,Catch the sparkles,FALSE
Ne-882,3081,-3386,0049,Necluda,Mount Dunsel,Light Ring,On top of the waterfall,FALSE
Ne-883,3099,-2950,0182,Necluda,Dunsel Plateau,Rock Pattern,There are 2 stones that you need to place to complete pattern,FALSE
Ne-884,2919,-3083,0146,Necluda,Dunsel Plateau,Find Friend,Bring his friend to him,FALSE
Ne-885,3017,-2540,0123,Necluda,Firly Plateau,Lilypad Dive,A small pond under some cliffs,FALSE
Ne-886,2876,-2685,0190,Necluda,Stinger Cliffs,Pull Plug,Pull the cork from the tree trunk,FALSE
Ne-887,2714,-2960,0189,Necluda,Uten Marsh,Chase Lights,Uten Marsh on a tip of a rib bone,FALSE
Ne-888,2632,-2856,0228,Necluda,Tartan Pass,Chase Lights,The top of a dead tree east of Rabella Wetlands tower,FALSE
Ne-889,2412,-2269,0113,Necluda,Mount Rozudo,Rock Pattern,Complete the stone structure,FALSE
Ne-890,2278,-2359,0180,Necluda,Mount Rozudo,Shoot Target,Shoot the balloon hidden at the top of the tree,FALSE
Ne-891,2563,-2484,0248,Necluda,Mount Rozudo,Block Puzzle,On top of the mountain next to chasm,FALSE
Ne-892,2409,-2670,0258,Necluda,Mount Taran,Light Ring,Finish the race,FALSE
Ne-893,2283,-2661,-0181,Necluda,Mount Taran,Shoot Target,Next to the tree,FALSE
Ne-894,2452,-2912,0220,Necluda,Rabella Wetlands,Find Friend,Bring him to his friend,FALSE
Ne-895,2296,-3030,0181,Necluda,Courage Steppe,Chase Lights,Next to the tree,FALSE
Ne-896,2135,-2607,0257,Necluda,Breman Peak,Offer Item,In a small cave next to the waterfall,FALSE
Ne-897,2043,-2660,0307,Necluda,Breman Peak,Lift Rock,Lift the stone on top of the hill,FALSE
Ne-898,1970,-2533,0247,Necluda,Breman Peak,Shoot Target,Underside of the tree's western branch,FALSE
Ne-899,1939,-2563,0025,Necluda,Breman Peak,Pull Plug,Pull out the plug in water,FALSE
Ne-900,1884,-2419,0039,Necluda,Hickaly Woods,Flowers,In a small hollow tree trunk still in the ground upright with the opening facing the river,FALSE
Ne-901,1936,-2779,0387,Necluda,Mount Floria,Shoot Target,On top of the hill,FALSE
Ne-902,1775,-2769,0316,Necluda,Angel Peak,Chase Lights,On top of the tree,FALSE
Ne-903,1773,-2932,0239,Necluda,Riola Spring,Lift Rock,On the small platform of Riola Spring,FALSE
Ne-904,1776,-2993,0082,Necluda,Riola Spring,Burn Leaves,Behind the waterfall,FALSE
Ne-905,1580,-3033,0225,Necluda,Kamah Plateau,Flowers,On top of the pillar,FALSE
Ne-906,1553,-2910,0181,Necluda,Keelay Plain,Rock Pattern,"Ledge on cliffside, move the stone from the left to the right to match other rocks",FALSE
Ne-907,1371,-2763,0125,Necluda,Tobio's Hollow,Ascend Through Stump,In the tunnel running north-south under the archway,FALSE
Ne-908,1366,-2273,0187,Necluda,Dueling Peaks,Chase Lights,In the tree between 2 arrow signs,FALSE
Ne-909,1150,-2282,0219,Necluda,Dueling Peaks,Find Friend,Bring his friend to him,FALSE
Ne-910,1799,-3179,0082,Necluda,Rodai Lake,Lilypad Dive,South of the waterfall of Rodai Lake,FALSE
Fa-911,3798,-3616,0017,Faron,Soka Point,Chase Lights,Examine the glitter on the tree,FALSE
Fa-912,3598,-3780,0001,Faron,Cape Cresia,Find Friend,Bring him his friend on the opposite beach to the north,FALSE
Fa-913,3118,-3718,0001,Faron,Rimba Beach,Burn Leaves,On Rimba Beack under a patch of flowers in the tear shaped marking,FALSE
Fa-914,3539,-3458,0000,Faron,Palmorae Beach,Find Friend,Under a palm tree,FALSE
Fa-915,2829,-3884,0000,Faron,Clarnet Coast,Find Friend,Bring him to his friend west of here,FALSE
Fa-916,2429,-3944,0000,Faron,Clarnet Coast,Find Friend,Bring his friend in the east to here,FALSE
Fa-917,2228,-3832,0002,Faron,Clarnet Coast,Find Friend,Bring his freind back,FALSE
Fa-918,2562,-3599,0238,Faron,Yambi Lake,Shoot Target,At the very top of the mountain,FALSE
Fa-919,2415,-3401,0080,Faron,Temto Hill,Rock Pattern,Complete the stone structure,FALSE
Fa-920,2549,-3206,0092,Faron,Atun Valley,Glide to Stump,Tree stump on the edge of the hill,FALSE
Fa-921,2242,-3466,0029,Faron,Temto Hill,Find Friend,West of Temto Hill,FALSE
Fa-922,2199,-3492,0083,Faron,Temto Hill,Light Ring,Finish the race,FALSE
Fa-923,1973,-3922,0003,Faron,Aris Beach,Light Ring,Among the rocks by the beach,FALSE
Fa-924,1976,-3392,0050,Faron,Ebara Forest,Find Friend,Bring his friend back,FALSE
Fa-925,1832,-3365,0054,Faron,Ebara Forest,Offer Item,Place 3 bananas on the offering platform of the statue,FALSE
Fa-926,1690,-3323,0059,Faron,Floria Falls,Build Puzzle,At the middle of the terrain between Floria Falls and Bronas Forest,FALSE
Fa-927,1737,-3465,0060,Faron,Floria Bridge,Lift Rock,Under the bridge in the tree,FALSE
Fa-928,1792,-3579,0027,Faron,Lake Floria,Chase Lights,"Next to the waterfall, find the place that the arrows are showing",FALSE
Fa-929,1612,-3492,0061,Faron,Floria Bridge,Find Friend,Atop a small piece of debris,FALSE
Fa-930,1641,-3674,0173,Faron,Ubota Point,Lilypad Dive,In the small pond,FALSE
Fa-931,1609,-3802,0091,Faron,Ubota Point,Chase Lights,Around big red rocks,FALSE
Fa-932,1398,-3642,0001,Faron,Ubota Point,Find Friend,"Standing on the shore, bring him to reach his friend on western shore",FALSE
Fa-933,1449,-3530,0117,Faron,Ubota Point,Chase Lights,On the rock,FALSE
Fa-934,1372,-3508,0169,Faron,Ubota Point,Flowers,On the statue,FALSE
Fa-935,1539,-3243,0094,Faron,Bronas Forest,Flowers,In the forest under a large fallen tree trunk,FALSE
Fa-936,1476,-3264,0086,Faron,Bronas Forest,Lift Rock,Top of giant tree stump,FALSE
Fa-937,1332,-3278,0088,Faron,Bronas Forest,Block Puzzle,East of the Bronas Forest,FALSE
Fa-938,1235,-3217,0043,Faron,Bronas Forest,Ascend Through Stump,Ascend through the roof of a hollow hill,FALSE
Fa-939,1272,-3190,0102,Faron,Bronas Forest,Flowers,Catch the dandelion,FALSE
Fa-940,1097,-3832,0002,Faron,Martha's Landing,Lift Rock,On the small rock platforms,FALSE
Fa-941,0995,-3804,0001,Faron,Martha's Landing,Find Friend,Bring his friend back,FALSE
Fa-942,1022,-3227,0019,Faron,Sarjon Bridge,Shoot Target,Under the bridge,FALSE
Fa-943,0954,-3476,0021,Faron,Herin Lake,Chase Lights,Inside the hollow tree trunk,FALSE
Fa-944,0814,-3718,0107,Faron,Ibara Butte,Flowers,On a small cliff,FALSE
Fa-945,0792,-3342,0081,Faron,Guchini Plain,Shoot Target,On top of the tall pillar,FALSE
Fa-946,0574,-3851,0030,Faron,Ibara Butte,Block Puzzle,Northwest of the Komo Shoreline,FALSE
Fa-947,0589,-3735,0028,Faron,Horse God Bridge,Lilypad Dive,In the water by the bridge,FALSE
Fa-948,0524,-3679,0058,Faron,Horse God Bridge,Lift Rock,"South of Horse God Bridge, put rock in holder",FALSE
Fa-949,0397,-3862,0000,Faron,Puffer Beach,Find Friend,at camp at the edge of the shoal,FALSE
Fa-950,0269,-3905,-0001,Faron,Puffer Beach,Shoot Target,Floating in the water,FALSE
Fa-951,0099,-3841,0031,Faron,Puffer Beach,Pull Plug,"At the top of the rock spire, pop the cork",FALSE
Fa-952,0082,-3769,0006,Faron,Puffer Beach,Find Friend,Along the bottom of the cliff,FALSE
Fa-953,0522,-3482,0048,Faron,Fural Plain,Find Friend,On a rock in the southern fence surrounding the Highland Stable,FALSE
Fa-954,0518,-3483,0048,Faron,Fural Plain,Find Friend,At the back of the stables,FALSE
Fa-955,0383,-3609,0071,Faron,Nette Plateau,Lift Rock,"In between the Nette Plateau and Lake of Horse, place rock in holder",FALSE
Fa-956,0222,-3530,0069,Faron,Fural Plain,Find Friend,By the side of the road through the mountains,FALSE
Fa-957,0205,-3311,0060,Faron,Barula Plain,Lift Rock,"In a small forest, in a hollow tree trunk",FALSE
Fa-958,0051,-3393,0025,Faron,Harfin Valley,Find Friend,Bring his friend to him,FALSE
Fa-959,-0106,-3436,-0001,Faron,Harfin Valley,Lilypad Dive,Under the bridge that connects Pappetto Grove and Harfin Valley,FALSE
Fa-960,-0243,3918,0004,Faron,Laverra Beach,Chase Lights,On a large rock in the sea,FALSE
Fa-961,-0799,-3256,0089,Faron,Oseira Plains,Shoot Target,Southeast of the Oseira Plains,FALSE
Fa-962,-0594,-3336,0149,Faron,Zokassa Ridge,Find Friend,Bring his friend back,FALSE
Fa-963,-0417,-3372,0032,Faron,Parache Plains,Chase Lights,Near the row of statues,FALSE
Fa-964,-0304,-3290,0024,Faron,Parache Plains,Find Friend,Bring him to his friend,FALSE
Fa-965,-0224,-3341,0071,Faron,Parache Plains,Lift Rock,At the top of the mountain,FALSE
Fa-966,-1015,-2631,0199,Faron,Mount Faloraa,Find Friend,Next to a tree at the top of the hill,FALSE
Fa-967,-0711,-2623,0098,Faron,Mount Faloraa,Lift Rock,"In an empty tear shape in the geoglyph, in the center near the top",FALSE
Fa-968,0467,2899,0010,Faron,Grinnden Plains,Block Puzzle,Complete the puzzle,FALSE
Fa-969,-1373,-2443,0105,Faron,Mount Faloraa,Find Friend,Camping right under a cliff,FALSE
Fa-970,-0635,-2381,-0010,Faron,Mount Faloraa,Chase Lights,Use materials from the nearby pier to build seomthing to stand on to get him,FALSE
Fa-971,-0399,-2557,-0001,Faron,Hylia Island,Chase Lights,Climb the tree and interact with the sparkles at the top,FALSE
Fa-972,-0216,-2595,0001,Faron,Hylia Island,FInd Friend,On the small island,FALSE
Fa-973,-0066,-2434,0011,Faron,Bridge of Hylia,Shoot Target,Second destroyed column in the water,FALSE
Fa-974,-0009,-2587,0005,Faron,Bridge of Hylia,Chase Lights,In the half broken pillar,FALSE
Fa-975,0049,-2720,0080,Faron,Bridge of Hylia,Light Ring,Korok log on top of th eastern gatehouse tower,FALSE
Fa-976,0204,-2640,-0010,Faron,Lake Hylia,Shoot Target,"On a rock, in the middle of the island",FALSE
Fa-977,-0151,-3067,-0037,Faron,Cora Lake,Lift Rock,On ledge halfway up the cliff,FALSE
Fa-978,-0040,2964,0111,Faron,Barula Plain,Flowers,Starts on top of the northern rock,FALSE
Fa-979,0116,-2961,0034,Faron,Barula Plain,Lift Rock,"In between Cora Lake and Finra woods, place rock in holder",FALSE
Fa-980,0237,-2876,0030,Faron,Finra Woods,Lift Rock,"Move the boulder in the holder, outside of woods closer to Lake Hylia",FALSE
Fa-981,0341,-2832,-0014,Faron,Lake Hylia,Lift Rock,On the south shores of Lake Hylia,FALSE
Fa-982,0419,-2883,0023,Faron,Finra Woods,Lift Rock,"North of Finra Woods, up on the hill, place stone in holder",FALSE
Fa-983,0698,-2954,0014,Faron,Pagos Woods,Block Puzzle,At the very top of the Floria River,FALSE
Fa-984,0782,-2763,0006,Faron,Damel Woods,Lilypad Dive,In the water,FALSE
Fa-985,0885,-2424,0065,Faron,Spring of Courage,Light Ring,"On top of the tree on top of the ruins, step on log to start",FALSE
Fa-986,0895,-2216,0146,Faron,Popla Foothills,Lift Rock,"Northeast of Jiukoum Shrine, put boulder in holder",FALSE
Fa-987,0764,-2138,0136,Faron,Popla Foothills,Find Friend,Take him to his friend,FALSE
Fa-988,0635,-2314,0056,Faron,Popla Foothills,Offer Item,Near the wall of a mountain south of the Popla Foothills South Well,FALSE
Fa-989,0532,-2195,0055,Faron,Popla Foothills,Find Friend,Bring him to his friend,FALSE
Fa-990,0566,-2383,0112,Faron,Farosh Hills,Lift Rock,Lift the rock on top of the hill,FALSE
Fa-991,0343,-2382,0023,Faron,Farosh Hills,Lift Rock,South of the Deya Lake and a little northeast of Lake Hylia - put rock in holder,FALSE
Fa-992,0282,-2240,0036,Faron,Farosh Hills,Flowers,In the little swamp,FALSE
Fa-993,0345,-2183,0057,Faron,Farosh Hills,FInd Friend,Bring him to his friend,FALSE
Fa-994,0460,-2141,0009,Faron,Farosh Hills,Light Ring,"Inside huge broken up tree laying down the slope, stand on right to start",FALSE
Fa-995,0352,-2002,0008,Faron,Deya Lake,Chase Lights,Inside the hollow of a tree trunk in the Deya Village Ruins,FALSE
Fa-996,0043,-2137,-0017,Faron,Lake Hylia,Lilypad Dive,By the waterfall next to chasm,FALSE
Fa-997,0164,-1942,0045,Faron,Hills of Baumer,Offer Item,"On the ridge, under a tree offer 2 apples",FALSE
Fa-998,0296,-1833,0017,Faron,Hills of Baumer,Burn Leaves,"North of the Deya Lake, in a tree trunk with a hollow opening",FALSE
Fa-999,0310,-1768,0050,Faron,Hills of Baumer,Flowers,Catch the dandelion,FALSE
Fa-1000,0513,-1795,0061,Faron,Hills of Baumer,Flowers,On top of the stump,FALSE
Fa-1001,0651,-1769,0010,Faron,Hills of Baumer,Lift Rock,Move the rock in the hole in the woods near the fiver,FALSE
Fa-1002,0342,-1661,0018,Faron,Hills of Baumer,FInd Friend,Sitting by a campfire close to Proxim Bridge,FALSE
Fa-1003,0229,-1608,0009,Faron,Proxim Bridge,Ascend Through Stump,"Under the bridge, ext to the frist pillar from the east, youll see the wood stump",
